doc_id,news_title,sentiment,char_length,word_count,processed_text
2481,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",1,98,23,refine margin bbl compare bbl prior
2482,The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,1,124,19,newly create position establish strengthen amer sport management strategic plan execution
2483,civmec to participate in construction of australia 's new offshore patrol vessels,1,81,12,civmec participate construction australia offshore patrol vessel
2484,"home financing applications declined due to high debt service ratio, adverse credit",-1,83,12,home finance application decline due high debt service ratio adverse credit
2485,pavilion reit sees ' flattish ' rental reversion for pavilion mall,-1,66,11,pavilion reit see flattish rental reversion pavilion mall
2486,AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,1,63,10,inbev latest bid unlikely win sabmiller approval
2487,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,1,130,22,componenta increase stake turkish steel doktas dokumculuk ticaret sanayi a.s. stake march
2488,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",-1,104,21,small firm suffer moment likely money trouble add
2489,marc downgrades alam maritim 's sukuk ratings to ais from a+is,-1,62,11,marc downgrade alam maritim sukuk rat ai a+is
2490,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",-1,57,10,philip morris bat sue law take brand pack
2491,maserati recalls sedans on risk of speed bursts from loose mats,-1,63,11,maserati recall sedan risk speed burst loose mat
2492,"ytl corp 's 3q profit slips 6% on lower revenue, loss in hotels segment",1,71,14,ytl corp profit slip lower revenue loss hotel segment
2493,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",1,151,25,finnish construction yit corporation plan build high quality holiday home near tahko ski spa resort finland
2494,"mas shuts down falcon bank, imposes penalties on dbs and ubs in 1mdb crackdown",-1,78,14,ma shut falcon bank impose penalty db ubs mdb crackdown
2495,"genting unit ups bond sale for resorts world las vegas, among others",1,68,12,genting unit up bond sale resort world la vega among others
2496,independent advisor tells pj development shareholders to accept osk 's takeover offer,1,85,12,independent advisor tell development shareholder accept osk takeover offer
2497,"ann joo 's fy18 profit seen better on stable sales, higher margins",1,66,12,ann joo profit see better stable sale higher margin
2498,"unisem 's 2q profit grows 20% on higher sales, better margin; declares 3.5 sen dividend",1,87,15,unisem profit grow higher sale better margin declare sen dividend
2499,"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",1,138,24,ruukki sign contract deliver install steel structure bridge kyronsalmi strait savonlinna finland
2500,`` Leipurin is a growing and rapidly internationalizing Group .,1,63,10,leipurin grow rapidly internationalize group
2501,boustead projects reports 19% fall in fy18 earnings to s$29.2 mil on absence of one-offs,-1,88,15,boustead project report fall earnings mil absence off
2502,CompaniesTesco sheds Harris & Hoole coffee shops,1,48,7,companiestesco shed harris hoole coffee shop
2503,"Britain's FTSE led lower by ITV, William Hill",-1,45,8,britain ftse lead lower itv william hill
2504,analysts think airasia 's jv in vietnam strengthen its presence in asean region,1,79,13,analyst think airasia vietnam strengthen presence asean region
2505,perdana petroleum to place out up to 10% of its shares,1,54,11,perdana petroleum place share
2506,"Industry NewsG4S makes 'positive' start to year, no new impairments",1,67,10,industry newsg make positive start impairment
2507,"litrak 4q net profit up 6% on low maintenance cost, reduced losses in associate firm",1,84,15,litrak net profit low maintenance cost reduce loss associate firm
2508,spooked no more? hong kong 's ' haunted apartment' prices levitate with white-hot market,-1,88,14,spook hong kong haunt apartment price levitate white hot market
2509,Standard Chartered Shifts Emerging-Markets Strategy After Losses,-1,64,7,standard charter shift emerge market strategy loss
2510,proxy fight looms as new investors ramp up pressure on campbell soup,1,68,12,proxy fight loom investor ramp pressure campbell soup
2511,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,-1,127,25,ramirent make million kroon eur mln loss last million kroon black
2512,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",-1,207,44,adpnews jul finland base steel maker rautaruukki oyj ruukki hel rtrks today slip net loss eur million usd half net profit eur
2513,knight frank malaysia: retailers more likely to adopt ' clicks and mortar ' concept,1,83,14,knight frank malaysia retailer likely adopt click mortar concept
2514,"batu kawan 's 3q net profit up 12.7% on better showing by plantation, manufacturing segments",1,92,15,batu kawan net profit better show plantation manufacture segment
2515,"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",-1,163,29,operate profit month period decrease eur net sale increase eur compare correspond period
2516,"Barclays, Deutsche Bank Fight to Lift Profit Just Got Harder",-1,60,10,barclays deutsche bank fight lift profit get harder
2517,Return on investment was 16.6 % compared to 15.8 % in 2004 .,1,60,13,return investment compare
2518,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",1,122,24,priority strengthen balance sheet increase cash flow ceo hannu krook
2519,lack of mla from ag prevented verification of donation from saudi prince - macc chief,-1,85,15,lack mla prevent verification donation saudi prince macc chief
2520,"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",1,172,34,please work fujitsu ntt docomo advance progress lte juergen walter head converge core nokia siemens network
2521,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,1,127,19,customer satisfy basware invoice automation solution extend implementation geography
2522,china 's crackdown on polluting factories helps boost demand for chin well 's fasteners,1,87,14,china crackdown pollute factory help boost demand chin well fastener
2523,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,1,119,18,concept enable commercially affordable way manufacture high quality tco coat glass solar industry
2524,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",1,162,32,priit kasak balti metsamasina owner rakvere base wish increase valmet market share couple
2525,Shell Targets Gains From Brazil to LNG With Takeover of BG Group,1,64,12,shell target gain brazil lng takeover group
2526,hua yang expects northern projects to contribute up to 30% of fy18 revenue,1,74,13,hua yang expect northern project contribute revenue
2527,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",-1,74,14,poorest index figure give finnish power fortum
2528,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",-1,98,21,strike finnair estimate incur net loss eur eur per day
2529,"scientex posts record 4q earnings, plans rm800m property launches in fy18",1,73,11,scientex post record earnings plan property launch
2530,"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",1,143,23,contract demonstrate ability apply mineral metal technology adjacent industry oil shale process
2531,"icapital.biz largest shareholder says fund fees high, to vote down director reappointments",-1,90,12,icapital.biz largest shareholder fund fee high vote director reappointments
2532,UK MORNING BRIEFING: Sky And Hargreaves Lansdown Bookend FTSE 100,1,65,10,morning brief sky hargreaves lansdown bookend ftse
